,ATS__c,Industry,numJobs,awards,contentCount,followers,freshContent,photos,starRating,clicks,monthOfSignupPageViews,timeOnSite,intDifficulty,intDuration,has_interviews,basePayAmount,subsidiary,employeesTotalNum,RespondedContacts,employerId,isWon
3277,CustomCrawl,Business Services,9.0,0.0,54.0,74.0,10.0,0.0,3.6,38.0,500.0,149,2.3,16.0,1,48311.0,0,125.0,13.0,yEdfV,False
3278,CustomCrawl,Health Care,288.0,0.0,348.0,1016.0,38.0,20.0,2.82666666667,1417.0,7419.0,898,2.6,28.0,1,109899.0,1,27000.0,10.0,fmnLS,False
3279,workDay,Business Services,197.0,6.0,480.0,2202.0,38.0,94.0,3.31707317073,1980.0,9094.0,80,2.8,29.0,1,69067.0,0,3825.0,11.0,VmWwD,False
3280,CustomCrawl,Health Care,37.0,0.0,36.0,82.0,2.0,0.0,3.46153846154,607.0,1028.0,40,3.2,7.0,1,52802.0,0,750.0,,WhMQo,False
3281,iCIMS Master Feed,Information Technology,97.0,0.0,62.0,102.0,4.0,0.0,2.68181818182,145.0,358.0,304,2.4,45.0,1,75182.0,0,350.0,6.0,If4g0,False
3282,CustomCrawl,Real Estate,108.0,0.0,28.0,348.0,2.0,0.0,2.18181818182,212.0,995.0,32,3.3,16.0,1,59879.0,0,3000.0,,eux1m,False
3283,Jobvite,Finance,9.0,0.0,58.0,214.0,0.0,0.0,3.60869565217,432.0,2705.0,404,3.0,27.0,1,66945.0,0,125.0,6.0,aKDcP,False
3284,CustomCrawl,Health Care,34.0,0.0,24.0,46.0,0.0,0.0,2.6,382.0,458.0,471,2.3,14.0,1,104903.0,0,285.0,,6q1qf,False
3285,UNKNOWN,Business Services,0.0,0.0,32.0,80.0,4.0,26.0,3.61538461538,,470.0,582,3.0,2.0,1,51058.0,0,38.0,2.0,TpHjq,False
3286,CustomCrawl,Business Services,3.0,4.0,534.0,1344.0,46.0,20.0,2.37668161435,731.0,11781.0,1127,2.4,19.0,1,60657.0,0,12900.0,13.0,kGPE6,False
3287,UNKNOWN,"Restaurants, Bars & Food Services",0.0,0.0,16.0,40.0,2.0,0.0,2.6,155.0,269.0,0,2.7,17.0,1,26307.0,0,2000.0,,CMRev,False
3288,UNKNOWN,,0.0,0.0,2.0,12.0,0.0,0.0,5.0,,105.0,48,,,0,74085.0,0,2.0,,9Tl3z,False
3289,CustomCrawl,Transportation & Logistics,3.0,0.0,14.0,22.0,8.0,0.0,2.71428571429,,692.0,74,,,0,46674.0,0,20.0,1.0,0Neg4,False
3290,UNKNOWN,Advertising & Marketing,0.0,6.0,140.0,204.0,18.0,24.0,3.28571428571,95.0,2890.0,948,2.1,4.0,1,40549.0,0,38.0,2.0,dJ8w2,False
3291,icims,Business Services,31.0,0.0,316.0,2094.0,28.0,0.0,3.10769230769,1720.0,6347.0,517,2.7,21.0,1,68322.0,1,1918.0,12.0,xyk34,False
3292,tbe,Manufacturing,17.0,0.0,12.0,134.0,0.0,0.0,4.33333333333,418.0,2170.0,0,3.3,57.0,1,47607.0,0,3000.0,,Y7cVC,False
3293,EMPLOYER SOURCE,Retail,1.0,0.0,432.0,1040.0,60.0,18.0,3.11612903226,352.0,10879.0,282,2.1,12.0,1,31396.0,1,15000.0,17.0,P6Bl4,False
3294,healthcareSource,Health Care,610.0,2.0,104.0,1004.0,12.0,0.0,3.71739130435,1394.0,3616.0,154,3.1,21.0,1,107307.0,0,7107.0,1.0,jyAVk,False
3295,CustomCrawl,Business Services,8.0,0.0,70.0,246.0,2.0,0.0,3.16666666667,173.0,1448.0,0,2.4,44.0,1,94443.0,0,350.0,2.0,EPCTN,True
3296,UNKNOWN,Manufacturing,0.0,4.0,386.0,700.0,24.0,0.0,2.70714285714,17.0,2915.0,-13,2.7,34.0,1,76913.0,0,45000.0,5.0,tO4vy,False
3297,Jobvite,Information Technology,27.0,0.0,80.0,172.0,4.0,0.0,3.31428571429,336.0,1536.0,1041,3.6,17.0,1,79181.0,0,325.0,14.0,7Guww,False
3298,other,Media,1.0,0.0,350.0,2348.0,24.0,6.0,3.20833333333,363.0,2690.0,0,2.7,18.0,1,85842.0,1,425.0,5.0,hR7XT,False
3299,Jobvite,Business Services,93.0,0.0,94.0,224.0,26.0,0.0,3.02631578947,270.0,10050.0,-55,2.1,11.0,1,48719.0,0,3000.0,,quavL,True
3300,greenhouse,Media,5.0,0.0,46.0,116.0,4.0,0.0,3.66666666667,273.0,574.0,784,3.0,26.0,1,54157.0,0,18.0,4.0,1EUgQ,False
3301,EMPLOYER SOURCE,Manufacturing,2.0,0.0,4.0,70.0,0.0,0.0,3.0,8.0,73.0,252,,,0,0.0,0,130.0,7.0,nwWnI,False
3302,other,Manufacturing,12.0,0.0,4.0,10.0,2.0,4.0,4.0,103.0,760.0,73,3.0,9.0,1,48993.0,0,350.0,,eoh0o,False
3303,UNKNOWN,Mining & Metals,0.0,0.0,4.0,12.0,0.0,0.0,4.0,229.0,353.0,-48,,,0,48319.0,0,750.0,1.0,pq7V9,False
3304,greenhouse,Information Technology,10.0,0.0,36.0,100.0,16.0,2.0,3.875,89.0,2465.0,387,2.4,29.0,1,127457.0,0,125.0,8.0,fKVNy,False
3305,UNKNOWN,Accounting & Legal,0.0,6.0,28.0,70.0,4.0,24.0,3.66666666667,87.0,1044.0,141,2.4,25.0,1,57729.0,0,750.0,4.0,QAe6M,False
3306,Jobvite,Advertising & Marketing,9.0,0.0,70.0,140.0,8.0,4.0,4.0,63.0,573.0,0,3.0,2.0,1,54499.0,0,125.0,6.0,Jbqrh,False
3307,UNKNOWN,Retail,0.0,0.0,4.0,8.0,0.0,0.0,3.0,,28.0,115,,,0,0.0,0,140.0,1.0,BWFdz,False
3308,other,Business Services,216.0,0.0,370.0,918.0,36.0,46.0,2.63291139241,2991.0,6752.0,710,2.3,18.0,1,59465.0,0,3000.0,18.0,VgYiG,False
3309,iCIMS Master Feed,Non-Profit,7.0,4.0,74.0,112.0,6.0,6.0,4.0,,759.0,508,2.5,18.0,1,32219.0,0,125.0,1.0,qFgEo,True
3310,CustomCrawl,Manufacturing,5.0,0.0,6.0,36.0,2.0,0.0,3.66666666667,333.0,785.0,0,3.0,30.0,1,85000.0,0,49.0,,6I03J,False
3311,UNKNOWN,Insurance,0.0,0.0,0.0,6.0,0.0,0.0,,,142.0,164,,,0,63430.0,0,38.0,1.0,X5KLq,False
3312,tbe,Accounting & Legal,2.0,0.0,920.0,2978.0,96.0,0.0,3.32989690722,2060.0,3672.0,172,1.7,9.0,1,28173.0,0,350.0,2.0,1A2wE,False
3313,UNKNOWN,Accounting & Legal,0.0,0.0,48.0,96.0,0.0,4.0,3.68421052632,,260.0,0,3.8,21.0,1,623782.0,0,2.0,,JM68E,False
3314,other,Advertising & Marketing,4.0,16.0,1222.0,2220.0,152.0,38.0,3.07975460123,758.0,6805.0,1037,1.8,5.0,1,23286.0,0,5000.0,27.0,veHJ3,False
3315,other,Manufacturing,15.0,6.0,14.0,26.0,2.0,20.0,5.0,158.0,539.0,174,,,0,33667.0,0,350.0,,oRC7Y,False
3316,other,"Construction, Repair & Maintenance",19.0,2.0,56.0,168.0,4.0,6.0,3.5,177.0,1340.0,521,3.2,9.0,1,65030.0,0,750.0,4.0,Z1SUA,False
3317,CustomCrawl,Health Care,2.0,16.0,38.0,82.0,6.0,20.0,2.25,263.0,812.0,70,2.7,17.0,1,71102.0,0,350.0,4.0,FnCe2,False
3318,CustomCrawl,Information Technology,4.0,0.0,20.0,132.0,6.0,0.0,2.44444444444,109.0,208.0,1047,4.0,7.0,1,80581.0,0,125.0,2.0,qyNkY,False
3319,UNKNOWN,Advertising & Marketing,0.0,0.0,108.0,140.0,12.0,40.0,3.55555555556,169.0,3366.0,669,2.4,3.0,1,51067.0,0,25.0,1.0,PBIud,False
3320,UNKNOWN,Computer Hardware & Software,0.0,0.0,26.0,40.0,22.0,0.0,4.0,70.0,512.0,113,3.2,15.0,1,52650.0,0,38.0,3.0,4BaNe,False
3321,WorkforceNow,Travel & Tourism,10.0,8.0,22.0,58.0,8.0,12.0,4.0,48.0,247.0,1003,1.0,4.0,1,64416.0,0,140.0,8.0,jVHuV,False
3322,icims,Business Services,124.0,6.0,306.0,712.0,42.0,28.0,2.776,1196.0,11806.0,739,2.6,24.0,1,59164.0,0,3000.0,5.0,0iuEP,True
3323,UNKNOWN,Business Services,0.0,0.0,48.0,62.0,0.0,4.0,4.61904761905,246.0,69.0,587,2.3,6.0,1,59959.0,0,125.0,1.0,5Es6v,False
3324,EMPLOYER SOURCE,Advertising & Marketing,1.0,0.0,4.0,4.0,4.0,10.0,5.0,63.0,91.0,36,,,0,20200.0,0,25.0,1.0,3x8Id,False
3325,EMPLOYER SOURCE,"Construction, Repair & Maintenance",22.0,6.0,66.0,102.0,2.0,10.0,3.54838709677,25.0,1395.0,395,2.3,14.0,1,51109.0,0,750.0,2.0,Cc4W5,True
3326,icims,Information Technology,9.0,0.0,46.0,102.0,12.0,0.0,3.70588235294,428.0,1913.0,567,2.5,10.0,1,85827.0,0,350.0,6.0,mSVJt,False
3327,CustomCrawl,Business Services,3.0,2.0,8.0,52.0,2.0,24.0,4.75,358.0,2106.0,50,3.1,20.0,1,108000.0,0,125.0,3.0,EV3UZ,False
3328,UNKNOWN,Computer Hardware & Software,0.0,4.0,410.0,1984.0,36.0,36.0,3.26315789474,166.0,3749.0,422,2.4,7.0,1,402703.0,0,2000.0,5.0,oDVwE,False
3329,Jobvite,Retail,27.0,0.0,80.0,170.0,18.0,0.0,1.90909090909,301.0,1470.0,484,2.6,6.0,1,52741.0,0,350.0,5.0,uMDwU,False
3330,ultiRecruit,Health Care,222.0,0.0,40.0,100.0,6.0,6.0,3.05882352941,665.0,1433.0,72,2.3,12.0,1,56921.0,0,4000.0,2.0,xRTFU,False
3331,UNKNOWN,Information Technology,0.0,2.0,40.0,76.0,6.0,12.0,4.5,36.0,233.0,717,2.5,37.0,1,50698.0,0,125.0,3.0,xmM8i,False
3332,UNKNOWN,Business Services,0.0,0.0,20.0,56.0,4.0,0.0,3.33333333333,13.0,853.0,858,2.8,5.0,1,81013.0,0,21.0,1.0,5h79b,False
3333,EMPLOYER SOURCE,Transportation & Logistics,7.0,0.0,10.0,16.0,0.0,0.0,3.0,66.0,121.0,0,3.0,4.0,1,42433.0,0,350.0,,tfRCQ,True
3334,CustomCrawl,Non-Profit,6.0,0.0,56.0,104.0,4.0,2.0,3.9,127.0,589.0,483,3.0,35.0,1,54112.0,0,140.0,2.0,gS3ge,False
3335,ultiRecruit,Education,1.0,2.0,176.0,314.0,8.0,8.0,3.37878787879,11.0,674.0,959,3.4,29.0,1,56120.0,0,350.0,1.0,7xh9l,True
3336,Jobvite,Retail,22.0,0.0,248.0,1862.0,14.0,34.0,2.98095238095,552.0,9168.0,865,2.1,13.0,1,86155.0,0,3000.0,2.0,dzsZ5,False
3337,CustomCrawl,Advertising & Marketing,1.0,0.0,34.0,86.0,10.0,10.0,4.83333333333,23.0,619.0,94,3.1,15.0,1,33076.0,0,12.0,3.0,forUv,False
3338,Jobvite,Advertising & Marketing,7.0,0.0,70.0,390.0,10.0,2.0,3.61290322581,231.0,1316.0,994,2.6,18.0,1,82551.0,0,130.0,,lAAfg,False
3339,CustomCrawl,Business Services,53.0,2.0,82.0,198.0,6.0,0.0,2.41176470588,554.0,1098.0,-264,3.1,13.0,1,48105.0,0,1740.0,14.0,kF8SE,False
3340,CustomCrawl,Computer Hardware & Software,4.0,0.0,2.0,12.0,2.0,0.0,5.0,89.0,384.0,204,2.7,10.0,1,0.0,0,125.0,4.0,Qkpzs,False
3341,EMPLOYER SOURCE,Health Care,1.0,0.0,2.0,10.0,2.0,2.0,5.0,66.0,28.0,565,,,0,22162.0,0,350.0,2.0,CIdHu,False
3342,Jobvite,Manufacturing,1.0,4.0,132.0,336.0,30.0,62.0,3.39622641509,466.0,3054.0,89,3.1,26.0,1,101150.0,0,543.0,12.0,5ZGeV,False
3343,iCIMS Master Feed,Finance,16.0,0.0,74.0,182.0,20.0,2.0,3.07142857143,444.0,3204.0,282,2.6,23.0,1,57148.0,0,1001.0,14.0,HZyUj,False
3344,tbe,Business Services,120.0,38.0,402.0,1102.0,38.0,18.0,2.84242424242,2527.0,6117.0,650,2.7,26.0,1,76759.0,0,3300.0,56.0,HgUbq,False
3345,taleo,Manufacturing,6.0,0.0,192.0,544.0,16.0,20.0,3.22093023256,414.0,2565.0,709,2.8,14.0,1,75954.0,1,9460.0,22.0,SSFnM,False
3346,UNKNOWN,Insurance,0.0,0.0,94.0,146.0,8.0,4.0,2.25641025641,,800.0,898,1.8,2.0,1,36722.0,0,125.0,1.0,5DwBo,False
3347,iCIMS Master Feed,Health Care,726.0,0.0,782.0,1842.0,80.0,14.0,2.62241887906,4768.0,14658.0,1200,2.3,20.0,1,56719.0,1,9000.0,8.0,0uXxW,False
3348,UNKNOWN,"Oil, Gas, Energy & Utilities",0.0,2.0,0.0,2.0,0.0,0.0,,,27.0,0,,,0,60476.0,0,3918.0,1.0,aKdol,False
3349,app.theresumator.com,Business Services,13.0,0.0,50.0,130.0,50.0,26.0,3.66666666667,441.0,3319.0,108,3.3,8.0,1,46817.0,0,125.0,4.0,whQbH,False
3350,other,Manufacturing,102.0,8.0,84.0,344.0,26.0,0.0,4.0,1527.0,6468.0,162,2.9,41.0,1,45865.0,0,750.0,6.0,UbeIC,False
3351,app.theresumator.com,Finance,3.0,14.0,92.0,172.0,38.0,34.0,3.48837209302,52.0,1449.0,1086,3.3,13.0,1,51099.0,0,50.0,1.0,tNCYS,False
3352,UNKNOWN,,0.0,0.0,4.0,16.0,0.0,0.0,2.0,,27.0,0,,,0,143693.0,0,575.0,,OTS8O,False
3353,UNKNOWN,Media,0.0,0.0,272.0,1548.0,8.0,32.0,2.49557522124,33.0,869.0,0,3.0,18.0,1,202789.0,1,200.0,,xC0qm,False
3354,UNKNOWN,Computer Hardware & Software,0.0,2.0,8.0,44.0,0.0,10.0,4.5,110.0,244.0,17,,,0,65000.0,0,25.0,4.0,Xm8ct,False
3355,EMPLOYER SOURCE,Computer Hardware & Software,4.0,0.0,18.0,26.0,0.0,0.0,3.375,1.0,302.0,0,3.7,10.0,1,107092.0,0,125.0,11.0,gZ23B,True
3356,UNKNOWN,,0.0,0.0,24.0,28.0,12.0,0.0,4.58333333333,,111.0,0,,,0,43832.0,0,10.0,,Qkwb8,False
3357,UNKNOWN,Education,0.0,0.0,112.0,272.0,14.0,2.0,2.77083333333,174.0,745.0,30,2.3,16.0,1,49398.0,0,450.0,2.0,kohf4,False
3358,other,,24.0,0.0,2.0,2.0,2.0,0.0,5.0,68.0,125.0,0,,,0,35983.0,0,325.0,,JJMYS,False
3359,CustomCrawl,Information Technology,122.0,0.0,0.0,2.0,0.0,0.0,,1007.0,2372.0,41,2.5,19.0,1,0.0,0,25.0,10.0,IaqLV,False
3360,icims,Insurance,32.0,0.0,52.0,130.0,10.0,0.0,3.15,379.0,1364.0,570,2.6,12.0,1,63890.0,0,550.0,4.0,U1FPA,False
3361,WorkableHR.com,Business Services,2.0,0.0,6.0,16.0,6.0,34.0,5.0,65.0,183.0,117,,,0,0.0,0,25.0,6.0,R18N3,False
3362,UNKNOWN,Accounting & Legal,0.0,0.0,8.0,26.0,0.0,0.0,3.75,,53.0,419,,,0,48397.0,0,500.0,3.0,vzyTS,False
3363,app.theresumator.com,,4.0,0.0,2.0,10.0,0.0,0.0,3.0,21.0,52.0,0,,,0,19760.0,0,100.0,,KODpO,False
3364,UNKNOWN,Advertising & Marketing,0.0,0.0,186.0,298.0,20.0,0.0,2.77777777778,155.0,4728.0,620,1.8,2.0,1,53683.0,0,,2.0,mpFXE,False
3365,CustomCrawl,Information Technology,14.0,0.0,46.0,72.0,6.0,0.0,1.72222222222,13.0,1136.0,21,2.6,10.0,1,28625.0,0,350.0,3.0,lFawH,False
3366,workDay,Insurance,67.0,4.0,266.0,586.0,36.0,20.0,3.42307692308,1168.0,4711.0,728,2.6,41.0,1,70573.0,0,7500.0,21.0,RjLol,True
3367,taleo,"Restaurants, Bars & Food Services",5579.0,,,,,,,,,330,1.8,10.0,1,28118.0,0,28900.0,3.0,6l5Fi,False
3368,CustomCrawl,Finance,37.0,6.0,26.0,62.0,4.0,0.0,3.1,184.0,796.0,675,3.0,18.0,1,21532.0,0,1000.0,8.0,g8e09,False
3369,UNKNOWN,Accounting & Legal,0.0,0.0,0.0,0.0,0.0,2.0,,,25.0,74,,,0,0.0,0,25.0,1.0,pjPwg,False
3370,other,Business Services,15.0,0.0,2.0,60.0,0.0,0.0,4.0,356.0,23.0,582,,,0,0.0,0,350.0,1.0,KoUyg,False
3371,CustomCrawl,Media,12.0,0.0,18.0,36.0,10.0,36.0,2.75,34.0,340.0,590,2.0,,0,36021.0,0,750.0,3.0,HGgZw,False
3372,UNKNOWN,Manufacturing,0.0,0.0,18.0,30.0,6.0,0.0,3.25,31.0,458.0,0,3.0,19.0,1,60648.0,0,782.0,1.0,056Jp,False
3373,other,Government,18.0,0.0,124.0,334.0,12.0,2.0,3.83783783784,442.0,1632.0,1146,3.7,41.0,1,68379.0,1,3000.0,4.0,ccflf,False
3374,iCIMS Master Feed,Information Technology,29.0,0.0,66.0,200.0,10.0,8.0,3.85714285714,212.0,1777.0,640,2.6,14.0,1,70106.0,0,350.0,8.0,xUPi7,False
3375,UNKNOWN,Business Services,0.0,0.0,42.0,80.0,2.0,0.0,2.66666666667,,428.0,224,3.1,27.0,1,68545.0,0,32.0,,tBNZf,False
3376,EMPLOYER SOURCE,Health Care,9.0,0.0,10.0,10.0,6.0,0.0,4.5,92.0,6734.0,15,3.1,17.0,1,67425.0,0,350.0,,qj1R2,True
3377,icims,Retail,143.0,6.0,478.0,1258.0,76.0,0.0,3.14285714286,2141.0,17338.0,0,2.0,13.0,1,34115.0,0,15000.0,4.0,MhvMW,False
3378,UNKNOWN,Manufacturing,0.0,2.0,14.0,34.0,6.0,0.0,3.28571428571,14.0,162.0,351,2.0,60.0,1,70642.0,0,323.0,1.0,tbTY0,False
3379,EMPLOYER SOURCE,Advertising & Marketing,1.0,0.0,8.0,10.0,2.0,20.0,4.25,,41.0,129,,,0,121750.0,0,10.0,1.0,jue4A,False
3380,UNKNOWN,Health Care,0.0,0.0,0.0,0.0,0.0,10.0,,129.0,17.0,111,,,0,69685.0,0,125.0,3.0,Y6f4i,False
3381,UNKNOWN,Information Technology,0.0,0.0,8.0,14.0,4.0,0.0,5.0,,29.0,279,3.0,5.0,1,51473.0,0,,3.0,YjudF,False
3382,CustomCrawl,Information Technology,1.0,0.0,44.0,112.0,2.0,0.0,2.94736842105,8.0,223.0,331,3.0,3.0,1,71081.0,0,65.0,1.0,sMapl,False
3383,UNKNOWN,Advertising & Marketing,0.0,4.0,36.0,154.0,2.0,10.0,3.17647058824,1.0,270.0,697,2.0,60.0,1,53398.0,0,152.0,4.0,lSP8V,False
3384,UNKNOWN,Information Technology,0.0,0.0,12.0,22.0,4.0,0.0,3.0,,38.0,485,3.0,14.0,1,94860.0,0,125.0,1.0,5s59Z,False
3385,other,Insurance,40.0,0.0,256.0,536.0,18.0,2.0,2.45871559633,406.0,3728.0,1019,2.8,34.0,1,57676.0,0,2034.0,5.0,TXAR4,False
3386,OpenHire (FTP Feed),Business Services,38.0,0.0,34.0,56.0,18.0,0.0,2.4,189.0,780.0,0,2.3,8.0,1,70373.0,0,3000.0,,vlfGg,False
3387,UNKNOWN,Aerospace & Defense,0.0,0.0,22.0,40.0,0.0,0.0,2.81818181818,17.0,150.0,496,,,0,37489.0,0,170.0,2.0,HSBBx,False
3388,CustomCrawl,Retail,1.0,0.0,26.0,74.0,0.0,0.0,2.63636363636,27.0,325.0,-220,2.0,7.0,1,63966.0,0,400.0,,YA93A,False
3389,CustomCrawl,Manufacturing,21.0,0.0,4.0,162.0,2.0,0.0,3.0,1705.0,2089.0,0,2.0,60.0,1,51680.0,0,750.0,3.0,fpW71,False
3390,OpenHire (FTP Feed),Insurance,57.0,10.0,158.0,616.0,16.0,0.0,3.68656716418,453.0,3072.0,1097,2.4,26.0,1,90685.0,0,1300.0,18.0,RT6t8,False
3391,CustomCrawl,"Construction, Repair & Maintenance",6.0,0.0,54.0,116.0,10.0,0.0,3.83333333333,129.0,1049.0,346,2.7,35.0,1,65400.0,0,260.0,3.0,iM2Dv,False
3392,CustomCrawl,Information Technology,41.0,0.0,64.0,472.0,6.0,28.0,4.53333333333,702.0,3655.0,337,3.1,21.0,1,103883.0,0,170.0,3.0,FGfRL,False
3393,UNKNOWN,Computer Hardware & Software,0.0,2.0,6.0,8.0,4.0,0.0,5.0,,95.0,49,3.0,60.0,1,32037.0,0,38.0,1.0,UGsSX,False
3394,CustomCrawl,Retail,3.0,0.0,6.0,8.0,4.0,10.0,5.0,1230.0,1178.0,546,2.8,7.0,1,32266.0,0,25.0,4.0,GoOBx,True
3395,UNKNOWN,Computer Hardware & Software,0.0,0.0,44.0,94.0,16.0,0.0,3.55555555556,,217.0,508,3.2,20.0,1,49170.0,0,325.0,9.0,fdBS5,False
3396,Jobvite,Information Technology,1.0,4.0,14.0,48.0,2.0,0.0,3.8,7.0,187.0,45,1.0,2.0,1,99913.0,0,40.0,1.0,NIGXx,False
3397,ApplicantPro,Business Services,7.0,0.0,60.0,162.0,4.0,0.0,2.875,208.0,707.0,77,3.3,6.0,1,51667.0,0,250.0,1.0,7lqyC,False
3398,UNKNOWN,Non-Profit,0.0,0.0,40.0,58.0,2.0,10.0,2.3125,12.0,410.0,133,2.6,114.0,1,62040.0,0,4.0,1.0,DPp5y,False
3399,taleo,"Construction, Repair & Maintenance",537.0,0.0,182.0,288.0,56.0,4.0,2.7972972973,2995.0,5821.0,317,2.3,19.0,1,72556.0,0,13000.0,14.0,s60qb,False
3400,UNKNOWN,Information Technology,0.0,0.0,8.0,32.0,0.0,0.0,4.25,63.0,593.0,267,3.5,4.0,1,35626.0,0,750.0,8.0,nJN3C,False
3401,UNKNOWN,"Oil, Gas, Energy & Utilities",0.0,0.0,38.0,158.0,0.0,0.0,3.05555555556,,119.0,902,3.0,1.0,1,78605.0,1,326.0,1.0,1sM0j,False
3402,other,Manufacturing,40.0,10.0,164.0,676.0,24.0,4.0,3.30303030303,1868.0,6806.0,768,2.9,44.0,1,80643.0,0,5300.0,17.0,dZyP9,True
3403,CustomCrawl,Transportation & Logistics,7.0,0.0,10.0,30.0,2.0,20.0,3.2,26.0,639.0,99,,,0,40000.0,0,364.0,1.0,V6t1t,False
3404,CustomCrawl,"Restaurants, Bars & Food Services",5.0,0.0,16.0,38.0,4.0,0.0,2.75,,268.0,281,,,0,46818.0,0,3000.0,,7L8qT,True
3405,icims,Manufacturing,2.0,0.0,22.0,64.0,0.0,0.0,2.18181818182,54.0,503.0,555,3.3,51.0,1,68162.0,0,125.0,5.0,aAbs6,True
3406,EMPLOYER SOURCE,Finance,1.0,0.0,20.0,48.0,0.0,2.0,4.0,,272.0,0,,,0,102731.0,0,136.0,,t1enE,False
3407,UNKNOWN,Computer Hardware & Software,0.0,0.0,6.0,16.0,2.0,0.0,5.0,,183.0,-76,3.0,,0,78198.0,0,62.0,,5ZoQ4,False
3408,Jobvite,Computer Hardware & Software,7.0,2.0,64.0,132.0,8.0,34.0,3.91666666667,112.0,1920.0,989,1.9,35.0,1,104114.0,0,125.0,1.0,uOnPY,False
3409,CustomCrawl,Health Care,10.0,0.0,0.0,8.0,0.0,0.0,,70.0,784.0,77,3.0,7.0,1,169979.0,0,750.0,1.0,XXZBA,True
3410,greenhouse,Information Technology,12.0,0.0,28.0,72.0,4.0,10.0,2.75,31.0,731.0,720,3.2,7.0,1,97661.0,0,38.0,1.0,pyBGh,True
3411,greenhouse,Information Technology,12.0,0.0,54.0,136.0,6.0,14.0,4.7,986.0,3156.0,238,3.0,21.0,1,97748.0,0,125.0,2.0,oO1yM,False
3412,other,Business Services,8.0,2.0,12.0,38.0,2.0,8.0,4.5,163.0,583.0,403,2.0,1.0,1,58985.0,0,50.0,2.0,m4VBB,False
3413,EMPLOYER SOURCE,Consumer Services,10.0,0.0,10.0,28.0,2.0,0.0,4.2,19.0,1114.0,64,,,0,19024.0,0,350.0,,ZiWWg,False
3414,UNKNOWN,Advertising & Marketing,0.0,0.0,4.0,24.0,0.0,2.0,,110.0,296.0,0,2.5,21.0,1,33347.0,0,200.0,1.0,ajU5b,False
3415,UNKNOWN,"Restaurants, Bars & Food Services",0.0,2.0,228.0,506.0,22.0,28.0,4.21649484536,396.0,2479.0,729,2.1,6.0,1,27511.0,0,8100.0,4.0,jqWq5,False
3416,other,Accounting & Legal,60.0,4.0,206.0,890.0,10.0,4.0,2.95238095238,1856.0,5599.0,1100,2.7,13.0,1,65207.0,0,4400.0,8.0,tLRyk,False
3417,app.theresumator.com,Business Services,38.0,0.0,8.0,34.0,2.0,0.0,2.75,124.0,513.0,373,,,0,55070.0,0,377.0,2.0,uZs4m,False
3418,UNKNOWN,Advertising & Marketing,0.0,0.0,4.0,26.0,0.0,0.0,1.5,4.0,87.0,0,,,0,46757.0,0,340.0,3.0,IpW4p,False
3419,EMPLOYER SOURCE,Manufacturing,137.0,10.0,240.0,656.0,24.0,14.0,3.43298969072,2184.0,5695.0,821,2.9,20.0,1,61591.0,0,10000.0,29.0,IfVRj,False
3420,ultiRecruit,"Construction, Repair & Maintenance",624.0,22.0,748.0,1678.0,70.0,2.0,2.86101694915,2352.0,16459.0,504,2.2,13.0,1,34157.0,0,15000.0,22.0,3J8zY,False
3421,greenhouse,Information Technology,20.0,0.0,2.0,4.0,2.0,0.0,5.0,,184.0,71,3.0,5.0,1,114143.0,0,125.0,,oTY5u,False
3422,Jobvite,Computer Hardware & Software,5.0,10.0,30.0,124.0,4.0,8.0,3.0,170.0,634.0,471,3.0,21.0,1,103676.0,0,125.0,2.0,IhaJg,False
3423,UNKNOWN,Consumer Services,0.0,0.0,24.0,40.0,6.0,0.0,2.66666666667,,1106.0,0,2.0,7.0,1,44707.0,0,16.0,1.0,3TEs1,False
3424,UNKNOWN,Travel & Tourism,0.0,0.0,20.0,50.0,4.0,0.0,3.14285714286,,180.0,0,2.3,28.0,1,36874.0,0,150.0,2.0,P8nLT,False
3425,other,Health Care,34.0,2.0,68.0,136.0,14.0,18.0,3.14285714286,320.0,1418.0,603,2.8,17.0,1,101260.0,0,350.0,5.0,00tvg,False
3426,UNKNOWN,Education,0.0,0.0,30.0,46.0,0.0,0.0,3.2,53.0,191.0,349,,,0,56301.0,0,100.0,4.0,0jPYh,False
3427,other,Advertising & Marketing,10.0,0.0,0.0,6.0,0.0,0.0,,64.0,222.0,102,,,0,104600.0,0,25.0,2.0,XX2cr,False
3428,Jobvite,Health Care,92.0,0.0,226.0,1338.0,26.0,0.0,2.75789473684,1413.0,5587.0,113,2.6,43.0,1,78292.0,1,15000.0,5.0,8G82e,False
3429,CustomCrawl,Travel & Tourism,11.0,0.0,58.0,142.0,12.0,0.0,3.08,232.0,6736.0,858,2.3,14.0,1,51642.0,0,7500.0,9.0,kL3m9,True
3430,EMPLOYER SOURCE,"Oil, Gas, Energy & Utilities",15.0,6.0,46.0,64.0,10.0,0.0,2.89473684211,20.0,100.0,0,1.8,11.0,1,58077.0,0,125.0,8.0,yN4lx,False
3431,icims,Health Care,206.0,0.0,136.0,272.0,16.0,20.0,3.09803921569,965.0,2454.0,1061,2.5,17.0,1,35743.0,0,3000.0,12.0,OtLbs,False
3432,app.theresumator.com,Business Services,19.0,0.0,0.0,20.0,0.0,0.0,,449.0,590.0,0,,,0,0.0,0,22.0,1.0,bRvnf,False
